inc_id,id,sampledate,site,rack,inc_depth,light_trt,probe,time_start,time_end,barom_start,barom_end,temp_start,temp_end,o2_sat_start,o2_sat_end,do_start,do_end,column_depth,midge_tubes,tt,ch,tp,or,flag,notes
11,116,2019-07-22,reyk,2,0.5,0,2012,2019-07-22T15:26:00Z,2019-07-22T18:23:00Z,732.9,733.1,13.4,13.4,108.5,115.1,10.94,11.6,23.4,NA,NA,NA,NA,NA,1,column depth not taken; used average from 6 that were taken
12,117,2019-07-22,reyk,2,0.5,1,2012,2019-07-22T15:27:00Z,2019-07-22T18:24:00Z,732.9,733.1,13.4,13.5,104.4,107.5,10.52,10.8,23.4,NA,NA,NA,NA,NA,1,column depth not taken; used average from 6 that were taken
13,118,2019-07-22,reyk,2,0.5,3,2012,2019-07-22T15:29:00Z,2019-07-22T18:27:00Z,732.9,733.1,13.4,13.4,102,108.2,10.28,10.87,23.4,NA,NA,NA,NA,NA,1,column depth not taken; used average from 6 that were taken
14,119,2019-07-22,reyk,2,0.5,7,2012,2019-07-22T15:31:00Z,2019-07-22T18:29:00Z,732.9,733.1,13.4,13.5,97.9,95,9.86,9.55,22,NA,NA,NA,NA,NA,0,NA
15,120,2019-07-22,reyk,2,0.5,10,2012,2019-07-22T15:33:00Z,2019-07-22T18:31:00Z,732.9,733.1,13.4,13.4,94.2,91.2,9.49,9.18,24.5,NA,NA,NA,NA,NA,0,NA
1,121,2019-07-25,st33,1,0.5,0,2017,2019-07-25T15:39:00Z,2019-07-25T18:20:00Z,733.2,733.8,11.9,11.5,115.5,124.3,12.09,13.09,25.1,NA,NA,NA,NA,NA,0,incubated at BTL
2,122,2019-07-25,st33,1,0.5,1,2017,2019-07-25T15:43:00Z,2019-07-25T18:22:00Z,733.2,733.8,11.9,11.3,113.2,118.1,11.81,12.5,21.5,NA,NA,NA,NA,NA,0,incubated at BTL
3,123,2019-07-25,st33,1,0.5,3,2017,2019-07-25T15:47:00Z,2019-07-25T18:25:00Z,733.2,733.8,11.9,11.3,123.8,134.7,12.5,14.25,24,NA,NA,NA,NA,NA,0,incubated at BTL
4,124,2019-07-25,st33,1,0.5,7,2017,2019-07-25T15:52:00Z,2019-07-25T18:27:00Z,733.2,733.8,11.8,11.2,125.7,127.5,13.14,13.52,17,NA,NA,NA,NA,NA,0,incubated at BTL
5,125,2019-07-25,st33,1,0.5,10,2017,2019-07-25T15:54:00Z,2019-07-25T18:29:00Z,733.2,733.8,11.8,11.2,109,100,11.39,10.6,20,NA,NA,NA,NA,NA,0,incubated at BTL
6,126,2019-07-25,st33,1,0.5,0,2017,2019-07-25T15:58:00Z,2019-07-25T18:31:00Z,733.2,733.8,11.9,11.3,123.1,133.1,12.83,14.08,25,NA,NA,NA,NA,NA,0,incubated at BTL
7,127,2019-07-25,st33,1,0.5,1,2017,2019-07-25T16:01:00Z,2019-07-25T18:33:00Z,733.2,733.8,11.8,11.2,112.3,115.9,11.73,12.28,20,NA,NA,NA,NA,NA,0,incubated at BTL
8,128,2019-07-25,st33,1,0.5,3,2017,2019-07-25T16:06:00Z,2019-07-25T18:36:00Z,733.2,733.8,11.8,11.3,122.8,127.6,12.83,13.51,23.5,NA,NA,NA,NA,NA,0,incubated at BTL
9,129,2019-07-25,st33,1,0.5,7,2017,2019-07-25T16:08:00Z,2019-07-25T18:38:00Z,733.2,733.8,12,11.2,107.1,106.2,11.14,11.26,29,NA,NA,NA,NA,NA,0,incubated at BTL
10,130,2019-07-25,st33,1,0.5,10,2017,2019-07-25T16:11:00Z,2019-07-25T18:42:00Z,733.2,733.8,12,11.2,106,97.2,11.03,10.3,28.5,NA,NA,NA,NA,NA,0,incubated at BTL
11,131,2019-07-25,st33,2,0.5,0,2017,2019-07-25T16:17:00Z,2019-07-25T18:49:00Z,733.2,733.8,11.8,11.5,123.3,131.9,12.88,13.88,18.5,NA,NA,NA,NA,NA,0,incubated at BTL
12,132,2019-07-25,st33,2,0.5,1,2017,2019-07-25T16:19:00Z,2019-07-25T18:52:00Z,733.2,733.8,11.5,11.3,112.9,114.9,11.87,12.15,21.5,NA,NA,NA,NA,NA,0,incubated at BTL
13,133,2019-07-25,st33,2,0.5,3,2017,2019-07-25T16:21:00Z,2019-07-25T18:56:00Z,733.2,733.8,11.5,11.3,116.6,121.1,12.27,12.81,18,NA,NA,NA,NA,NA,0,incubated at BTL
14,134,2019-07-25,st33,2,0.5,7,2017,2019-07-25T16:24:00Z,2019-07-25T18:58:00Z,733.2,733.8,11.5,11.3,114.5,114.9,12.04,12.15,16,NA,NA,NA,NA,NA,0,incubated at BTL
15,135,2019-07-25,st33,2,0.5,10,2017,2019-07-25T16:26:00Z,2019-07-25T19:01:00Z,733.2,733.8,11.5,11.2,107.4,100.1,11.3,10.61,18.5,NA,NA,NA,NA,NA,0,incubated at BTL
