site_name,site,event_name,event,do_flux,par,temp
e5,1,e5 2019-07-22,1,0.018318181818181803,123.68717506006412,12.850000000000001
e5,1,e5 2019-07-22,1,0.024934782608695697,67.32821633397229,12.850000000000001
e5,1,e5 2019-07-22,1,0.022749999999999982,21.42900121171742,12.75
e5,1,e5 2019-07-22,1,-0.040993150684931534,6.393437788781144,12.8
e5,1,e5 2019-07-22,1,-0.07067999999999998,0,12.7
e5,1,e5 2019-07-22,1,0.07034482758620687,123.68717506006412,12.850000000000001
e5,1,e5 2019-07-22,1,0.011731707317073244,67.32821633397229,12.9
e5,1,e5 2019-07-22,1,0.0027580645161291366,21.42900121171742,12.8
e5,1,e5 2019-07-22,1,-0.05206299212598426,6.393437788781144,12.75
e5,1,e5 2019-07-22,1,-0.07287022900763356,0,12.7
e5,1,e5 2019-07-22,1,0.0748484848484849,123.68717506006412,12.850000000000001
e5,1,e5 2019-07-22,1,0.05665573770491809,67.32821633397229,12.8
e5,1,e5 2019-07-22,1,0.028285714285714292,21.42900121171742,12.850000000000001
e5,1,e5 2019-07-22,1,-8.87999999999981e-4,6.393437788781144,12.850000000000001
e5,1,e5 2019-07-22,1,-0.05334677419354845,0,12.8
e5,1,e5 2019-08-04,2,0.052571428571428616,944.6132253322747,15.149999999999999
e5,1,e5 2019-08-04,2,0.06248437499999974,696.931735584364,14.85
e5,1,e5 2019-08-04,2,-0.0054843749999998834,393.181116096951,15.05
e5,1,e5 2019-08-04,2,-0.05109230769230761,214.76272619945922,14.649999999999999
e5,1,e5 2019-08-04,2,-0.1832380952380953,0,14.850000000000001
e5,1,e5 2019-08-04,2,0.10190909090909087,944.6132253322747,14.8
e5,1,e5 2019-08-04,2,0.027784615384615144,696.931735584364,15
e5,1,e5 2019-08-04,2,0.16298507462686568,393.181116096951,14.8
e5,1,e5 2019-08-04,2,-0.012537313432835873,214.76272619945922,14.850000000000001
e5,1,e5 2019-08-04,2,-0.09511764705882343,0,14.7
e5,1,e5 2019-08-04,2,0.17470588235294124,944.6132253322747,15.149999999999999
e5,1,e5 2019-08-04,2,0.1832238805970149,696.931735584364,15
e5,1,e5 2019-08-04,2,-0.1821492537313431,0,15
reyk,2,reyk 2018-06-28,3,-0.04633043478260859,80.89700599497004,13.5
reyk,2,reyk 2018-06-28,3,-0.02580530973451349,59.685476848814176,12.95
reyk,2,reyk 2018-06-28,3,-0.08394736842105265,33.672167881002984,12.95
reyk,2,reyk 2018-06-28,3,-0.021879310344827766,18.392354757411372,12.55
reyk,2,reyk 2018-06-28,3,-0.03299999999999983,0,13.35
reyk,2,reyk 2018-06-28,3,0.03258620689655165,80.89700599497004,13.6
reyk,2,reyk 2018-06-28,3,0.05120689655172406,59.685476848814176,13.05
reyk,2,reyk 2018-06-28,3,0.009413793103448075,33.672167881002984,12.850000000000001
reyk,2,reyk 2018-06-28,3,-0.024827586206896575,18.392354757411372,12.1
reyk,2,reyk 2018-06-28,3,-0.061448275862069024,0,13.3
reyk,2,reyk 2018-06-28,3,0.04154237288135582,80.89700599497004,13.65
reyk,2,reyk 2018-06-28,3,0.02560344827586194,59.685476848814176,12.95
reyk,2,reyk 2018-06-28,3,0.02907692307692303,33.672167881002984,12.95
reyk,2,reyk 2018-06-28,3,0.004904347826086852,18.392354757411372,12.25
reyk,2,reyk 2018-06-28,3,-0.04986554621848736,0,13.4
reyk,2,reyk 2018-07-17,4,0.04731,185.7467477813693,13.15
reyk,2,reyk 2018-07-17,4,0.02600000000000008,101.10989447275148,13.2
reyk,2,reyk 2018-07-17,4,-0.0032412060301507998,32.18092159794752,13.2
reyk,2,reyk 2018-07-17,4,-0.010818181818181815,9.601321041020716,13.25
reyk,2,reyk 2018-07-17,4,-0.011713567839196026,0,13.2
reyk,2,reyk 2018-07-17,4,0.034327272727272824,185.7467477813693,13.25
reyk,2,reyk 2018-07-17,4,0.007999999999999948,101.10989447275148,13.2
reyk,2,reyk 2018-07-17,4,0.01879899497487443,32.18092159794752,13.2
reyk,2,reyk 2018-07-17,4,-0.03712121212121208,9.601321041020716,13.15
reyk,2,reyk 2018-07-17,4,-0.012241206030150803,0,13.2
reyk,2,reyk 2018-07-17,4,0.04731,185.7467477813693,13.350000000000001
reyk,2,reyk 2018-07-17,4,0.04766834170854265,101.10989447275148,13.25
reyk,2,reyk 2018-07-17,4,0.014303030303030317,32.18092159794752,13.05
reyk,2,reyk 2018-07-17,4,-0.036,9.601321041020716,13.35
reyk,2,reyk 2018-07-17,4,-0.06304522613065323,0,13.100000000000001
reyk,2,reyk 2018-08-10,5,0.11794871794871796,453.4949761237642,13.350000000000001
reyk,2,reyk 2018-08-10,5,0.060775862068965514,334.58672005947193,12.75
reyk,2,reyk 2018-08-10,5,0.04538793103448269,188.76049590982743,12.9
reyk,2,reyk 2018-08-10,5,0.06095575221238924,103.10443976246393,12.6
reyk,2,reyk 2018-08-10,5,-0.026224137931034636,0,12.75
reyk,2,reyk 2018-08-10,5,0.01253571428571439,453.4949761237642,12.5
reyk,2,reyk 2018-08-10,5,0.06639823008849552,334.58672005947193,12.75
reyk,2,reyk 2018-08-10,5,0.014437500000000157,188.76049590982743,12.45
reyk,2,reyk 2018-08-10,5,0.04273043478260876,103.10443976246393,12.600000000000001
reyk,2,reyk 2018-08-10,5,-0.0237837837837837,0,12.5
reyk,2,reyk 2018-08-10,5,0.08715789473684198,453.4949761237642,12.8
reyk,2,reyk 2018-08-10,5,0.09499090909090895,334.58672005947193,12.6
reyk,2,reyk 2018-08-10,5,0.05548672566371671,188.76049590982743,13.05
