site_name,site,event_name,event,do_flux,par,temp
st33,2,st33 2018-06-24,5,-0.023621052631578942,144.5741908219695,14.100000000000001
st33,2,st33 2018-06-24,5,0.014589473684210584,0,13.899999999999999
st33,2,st33 2018-06-24,5,-0.009938223938224,431.5740436770401,14.1
st33,2,st33 2018-06-24,5,-0.022846153846153853,318.4135466526005,13.850000000000001
st33,2,st33 2018-06-24,5,-0.028285714285714292,179.6362358908582,13.95
st33,2,st33 2018-06-24,5,-0.007588850174215988,144.5741908219695,13.8
st33,2,st33 2018-06-24,5,-0.005538461538461543,0,13.75
st33,2,st33 2018-06-24,5,-0.047520000000000104,431.5740436770401,13.8
st33,2,st33 2018-06-24,5,-0.03009600000000006,318.4135466526005,13.899999999999999
st33,2,st33 2018-06-24,5,-0.014988047808764901,179.6362358908582,14.05
st33,2,st33 2018-06-24,5,-0.0056842105263156684,144.5741908219695,13.7
st33,2,st33 2018-06-24,5,-7.857142857142689e-4,0,13.55
st33,2,st33 2018-06-24,5,-0.03657831325301212,431.5740436770401,13.7
st33,2,st33 2018-07-25,6,0.005910447761194035,140.02434080839217,13.6
st33,2,st33 2018-07-25,6,0.0036940298507461894,103.30938022736463,13.5
st33,2,st33 2018-07-25,6,0.011082089552238831,58.283035980591414,13.55
st33,2,st33 2018-07-25,6,0.008066666666666625,31.83526162860407,13.25
st33,2,st33 2018-07-25,6,-0.020686567164179055,0,13.399999999999999
st33,2,st33 2018-07-25,6,0.016193308550185918,140.02434080839217,13.35
st33,2,st33 2018-07-25,6,0.0331226765799256,103.30938022736463,13.399999999999999
st33,2,st33 2018-07-25,6,0.0014612546125462242,58.283035980591414,13.25
st33,2,st33 2018-07-25,6,0.037820224719101105,31.83526162860407,13.35
st33,2,st33 2018-07-25,6,-0.03068634686346863,0,13.35
st33,2,st33 2018-07-25,6,0.03785294117647056,140.02434080839217,13.45
st33,2,st33 2018-07-25,6,0.01383088235294114,103.30938022736463,13.2
st33,2,st33 2018-07-25,6,0.011647058823529424,58.283035980591414,13.4
st33,2,st33 2018-07-25,6,-0.015286764705882286,31.83526162860407,13.2
st33,2,st33 2018-07-25,6,-0.029117647058823557,0,13.5
st33,2,st33 2018-07-25,6,0.00956877323420067,140.02434080839217,13.3
st33,2,st33 2018-07-25,6,0.014612546125461333,140.02434080839217,13.55
st33,2,st33 2018-08-13,7,0.03855198487712663,231.6174787709486,12.4
st33,2,st33 2018-08-13,7,0.0328114285714286,170.8864190576313,12.25
st33,2,st33 2018-08-13,7,0.04124999999999998,96.40730869366105,12.149999999999999
st33,2,st33 2018-08-13,7,0.06100945179584116,52.65943757964737,12.05
st33,2,st33 2018-08-13,7,-0.004856603773584868,0,12.399999999999999
st33,2,st33 2018-08-13,7,0.03469714285714286,231.6174787709486,12.05
st33,2,st33 2018-08-13,7,0.06276226415094338,170.8864190576313,12.35
st33,2,st33 2018-08-13,7,0.054205323193916397,96.40730869366105,11.9
st33,2,st33 2018-08-13,7,0.06276226415094338,52.65943757964737,12.2
st33,2,st33 2018-08-13,7,-0.03394285714285709,0,11.9
st33,2,st33 2018-08-13,7,0.04154631379962191,231.6174787709486,12.649999999999999
st33,2,st33 2018-08-13,7,0.04261714285714289,170.8864190576313,11.8
st33,2,st33 2018-08-13,7,0.03705482041587902,96.40730869366105,12.25
st33,2,st33 2018-08-13,7,0.04551724137931039,52.65943757964737,11.850000000000001
st33,2,st33 2018-08-13,7,-0.03212830188679243,0,12.305
st33,2,st33 2018-08-13,7,0.013707692307692287,231.6174787709486,12.5
st33,2,st33 2018-08-13,7,0.028231939163498095,231.6174787709486,12.6
st33,2,st33 2019-07-25,8,-0.0021153846153845702,402.94470630022363,11.65
st33,2,st33 2019-07-25,8,-0.01903846153846151,297.2909397997941,11.45
st33,2,st33 2019-07-25,8,8.443496801705578e-4,167.7197027309786,11.45
st33,2,st33 2019-07-25,8,-0.0033630573248407676,91.61157319413587,11.45
st33,2,st33 2019-07-25,8,-0.006319148936170227,0,11.45
st33,2,st33 2019-07-25,8,-0.011447537473233385,402.94470630022363,11.5
st33,2,st33 2019-07-25,8,-0.013538461538461551,297.2909397997941,11.5
st33,2,st33 2019-07-25,8,-0.019800000000000026,167.7197027309786,11.5
st33,2,st33 2019-07-25,8,-0.00886567164179108,91.61157319413587,11.5
st33,2,st33 2019-07-25,8,-0.006346153846153861,0,11.6
