Plot Title: plagic LG st.33 15aug18,,,,,,
#,"Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349961, SEN S/N: 10349961)","Intensity, Lux (LGR S/N: 10349961, SEN S/N: 10349961)",End Of File (LGR S/N: 10349961),,
464,2018-08-15 15:43:00,14.517,1463.9,,,
465,2018-08-15 15:44:00,14.517,1636.1,,,
466,2018-08-15 15:45:00,14.517,1636.1,,,
467,2018-08-15 15:46:00,14.517,2066.7,,,
468,2018-08-15 15:47:00,14.613,2238.9,,,
469,2018-08-15 15:48:00,14.613,2066.7,,,
470,2018-08-15 15:49:00,14.613,2325,,,
471,2018-08-15 15:50:00,14.613,2497.2,,,
472,2018-08-15 15:51:00,14.709,2411.1,,,
473,2018-08-15 15:52:00,14.709,2325,,,
474,2018-08-15 15:53:00,14.709,2497.2,,,
475,2018-08-15 15:54:00,14.709,2411.1,,,
476,2018-08-15 15:55:00,14.709,2238.9,,,
477,2018-08-15 15:56:00,14.804,1894.5,,,
478,2018-08-15 15:57:00,14.804,2066.7,,,
479,2018-08-15 15:58:00,14.804,1808.3,,,
480,2018-08-15 15:59:00,14.804,1722.2,,,
481,2018-08-15 16:00:00,14.804,1636.1,,,
482,2018-08-15 16:01:00,14.709,1463.9,,,
483,2018-08-15 16:02:00,14.709,1377.8,,,
484,2018-08-15 16:03:00,14.709,1550,,,
485,2018-08-15 16:04:00,14.709,1377.8,,,
486,2018-08-15 16:05:00,14.709,818.1,,,
487,2018-08-15 16:06:00,14.709,2325,,,
488,2018-08-15 16:07:00,14.613,850.4,,,
489,2018-08-15 16:08:00,14.613,301.4,,,
490,2018-08-15 16:09:00,14.517,290.6,,,
491,2018-08-15 16:10:00,14.517,247.6,,,
492,2018-08-15 16:11:00,14.421,258.3,,,
493,2018-08-15 16:12:00,14.421,247.6,,,
494,2018-08-15 16:13:00,14.421,258.3,,,
495,2018-08-15 16:14:00,14.325,258.3,,,
496,2018-08-15 16:15:00,14.325,269.1,,,
497,2018-08-15 16:16:00,14.325,1141,,,
498,2018-08-15 16:17:00,14.23,1345.5,,,
499,2018-08-15 16:18:00,14.23,1334.7,,,
500,2018-08-15 16:19:00,14.23,1162.5,,,
501,2018-08-15 16:20:00,14.23,1205.6,,,
502,2018-08-15 16:21:00,14.325,3961.1,,,
503,2018-08-15 16:22:00,14.325,1270.1,,,
504,2018-08-15 16:23:00,14.325,1248.6,,,
505,2018-08-15 16:24:00,14.325,1463.9,,,
506,2018-08-15 16:25:00,14.325,2497.2,,,
507,2018-08-15 16:26:00,14.421,4305.6,,,
508,2018-08-15 16:27:00,14.421,1463.9,,,
509,2018-08-15 16:28:00,14.421,936.5,,,
510,2018-08-15 16:29:00,14.421,1259.4,,,
511,2018-08-15 16:30:00,14.517,1377.8,,,
512,2018-08-15 16:31:00,14.517,1367,,,
513,2018-08-15 16:32:00,14.517,1237.9,,,
514,2018-08-15 16:33:00,14.517,1550,,,
515,2018-08-15 16:34:00,14.613,1722.2,,,
516,2018-08-15 16:35:00,14.613,1636.1,,,
